,SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE
0,20MICRONS,20 Microns Limited,EQ,06-OCT-2008,5,1,INE144J01027,5
1,21STCENMGM,21st Century Management Services Limited,EQ,03-MAY-1995,10,1,INE253B01015,10
2,3IINFOLTD,3i Infotech Limited,EQ,22-OCT-2021,10,1,INE748C01038,10
3,3MINDIA,3M India Limited,EQ,13-AUG-2004,10,1,INE470A01017,10
4,3PLAND,3P Land Holdings Limited,EQ,19-JUL-1995,2,1,INE105C01023,2
5,4THDIM,Fourth Dimension Solutions Limited,EQ,06-SEP-2022,10,1,INE382T01022,10
6,5PAISA,5Paisa Capital Limited,EQ,16-NOV-2017,10,1,INE618L01018,10
7,63MOONS,63 moons technologies limited,EQ,20-JUN-2005,2,1,INE111B01023,2
8,A2ZINFRA,A2Z Infra Engineering Limited,EQ,23-DEC-2010,10,1,INE619I01012,10
9,AAKASH,Aakash Exploration Services Limited,EQ,29-SEP-2020,1,1,INE087Z01024,1
10,AAREYDRUGS,Aarey Drugs & Pharmaceuticals Limited,EQ,06-AUG-2021,10,1,INE198H01019,10
11,AARON,Aaron Industries Limited,BE,06-NOV-2020,10,1,INE721Z01010,10
12,AARTIDRUGS,Aarti Drugs Limited,EQ,19-SEP-2003,10,1,INE767A01016,10
13,AARTIIND,Aarti Industries Limited,EQ,08-FEB-1995,5,1,INE769A01020,5
14,AARTISURF,Aarti Surfactants Limited,EQ,14-JUL-2020,10,1,INE09EO01013,10
15,AARVEEDEN,Aarvee Denims & Exports Limited,EQ,21-NOV-2006,10,1,INE273D01019,10
16,AARVI,Aarvi Encon Limited,EQ,24-JUN-2020,10,1,INE754X01016,10
17,AAVAS,Aavas Financiers Limited,EQ,08-OCT-2018,10,1,INE216P01012,10
18,ABAN,Aban Offshore Limited,EQ,29-MAR-1995,2,1,INE421A01028,2
19,ABB,ABB India Limited,EQ,08-FEB-1995,2,1,INE117A01022,2
20,ABBOTINDIA,Abbott India Limited,EQ,08-JAN-2010,10,1,INE358A01014,10
21,ABCAPITAL,Aditya Birla Capital Limited,EQ,01-SEP-2017,10,1,INE674K01013,10
22,ABFRL,Aditya Birla Fashion and Retail Limited,EQ,17-JUL-2013,10,1,INE647O01011,10
23,ABMINTLLTD,ABM International Limited,BE,09-SEP-2021,10,1,INE251C01025,10
24,ABSLAMC,Aditya Birla Sun Life AMC Limited,EQ,11-OCT-2021,5,1,INE404A01024,5
25,ACC,ACC Limited,EQ,20-NOV-1996,10,1,INE012A01025,10
26,ACCELYA,Accelya Solutions India Limited,EQ,01-DEC-1999,10,1,INE793A01012,10
27,ACCURACY,Accuracy Shipping Limited,EQ,11-DEC-2020,10,1,INE648Z01015,10
28,ACE,Action Construction Equipment Limited,EQ,26-SEP-2006,2,1,INE731H01025,2
29,ACRYSIL,Acrysil Limited,EQ,14-JAN-2021,2,1,INE482D01024,2
30,ADANIENT,Adani Enterprises Limited,EQ,04-JUN-1997,1,1,INE423A01024,1
31,ADANIGREEN,Adani Green Energy Limited,EQ,18-JUN-2018,10,1,INE364U01010,10
32,ADANIPORTS,Adani Ports and Special Economic Zone Limited,EQ,27-NOV-2007,2,1,INE742F01042,2
33,ADANIPOWER,Adani Power Limited,BE,20-AUG-2009,10,1,INE814H01011,10
34,ADANITRANS,Adani Transmission Limited,EQ,31-JUL-2015,10,1,INE931S01010,10
35,ADFFOODS,ADF Foods Limited,EQ,15-SEP-2010,10,1,INE982B01019,10
36,ADL,Archidply Decor Limited,BE,01-OCT-2020,10,1,INE0CHO01012,10
37,ADORWELD,Ador Welding Limited,EQ,10-MAY-1995,10,1,INE045A01017,10
38,ADROITINFO,Adroit Infotech Limited,EQ,13-AUG-1997,10,1,INE737B01033,10
39,ADSL,Allied Digital Services Limited,EQ,25-JUL-2007,5,1,INE102I01027,5
40,ADVANIHOTR,Advani Hotels & Resorts (India) Limited,EQ,25-JUN-2007,2,1,INE199C01026,2
41,ADVENZYMES,Advanced Enzyme Technologies Limited,EQ,01-AUG-2016,2,1,INE837H01020,2
42,AEGISCHEM,Aegis Logistics Limited,EQ,03-APR-1996,1,1,INE208C01025,1
43,AETHER,Aether Industries Limited,EQ,03-JUN-2022,10,1,INE0BWX01014,10
44,AFFLE,Affle (India) Limited,EQ,08-AUG-2019,2,1,INE00WC01027,2
45,AGARIND,Agarwal Industrial Corporation Limited,EQ,26-MAY-2014,10,1,INE204E01012,10
46,AGI,AGI Greenpac Limited,EQ,31-MAY-2000,2,1,INE415A01038,2
47,AGRITECH,Agri-Tech (India) Limited,EQ,28-JAN-2014,10,1,INE449G01018,10
48,AGROPHOS,Agro Phos India Limited,EQ,08-MAR-2019,10,1,INE740V01019,10
49,AGSTRA,AGS Transact Technologies Limited,EQ,31-JAN-2022,10,1,INE583L01014,10
50,AHLADA,Ahlada Engineers Limited,BE,28-JAN-2021,10,1,INE00PV01013,10
51,AHLEAST,Asian Hotels (East) Limited,BE,11-AUG-2010,10,1,INE926K01017,10
52,AHLUCONT,Ahluwalia Contracts (India) Limited,EQ,14-DEC-2009,2,1,INE758C01029,2
53,AIAENG,AIA Engineering Limited,EQ,14-DEC-2005,2,1,INE212H01026,2
54,AIRAN,Airan Limited,EQ,03-MAY-2019,2,1,INE645W01026,2
55,AIROLAM,Airo Lam limited,EQ,13-OCT-2021,10,1,INE801L01010,10
56,AJANTPHARM,Ajanta Pharma Limited,EQ,29-MAY-2000,2,1,INE031B01049,2
57,AJMERA,Ajmera Realty & Infra India Limited,EQ,16-JUN-2009,10,1,INE298G01027,10
58,AJOONI,Ajooni Biotech Limited,EQ,07-MAY-2021,2,1,INE820Y01021,2
59,AJRINFRA,AJR INFRA AND TOLLING LIMITED,EQ,03-APR-2008,2,1,INE181G01025,2
60,AKASH,Akash Infra-Projects Limited,EQ,11-OCT-2019,10,1,INE737W01013,10
61,AKG,Akg Exim Limited,BE,16-FEB-2021,10,1,INE00Y801016,10
62,AKSHAR,Akshar Spintex Limited,EQ,23-MAY-2022,10,1,INE256Z01017,10
63,AKSHARCHEM,AksharChem India Limited,EQ,28-MAR-2017,10,1,INE542B01011,10
64,AKSHOPTFBR,Aksh Optifibre Limited,EQ,18-AUG-2000,5,1,INE523B01011,5
65,AKZOINDIA,Akzo Nobel India Limited,EQ,28-JUN-2001,10,1,INE133A01011,10
66,ALANKIT,Alankit Limited,EQ,30-JUN-2015,1,1,INE914E01040,1
67,ALBERTDAVD,Albert David Limited,EQ,14-JUN-2016,10,1,INE155C01010,10
68,ALEMBICLTD,Alembic Limited,EQ,22-SEP-1999,2,1,INE426A01027,2
69,ALICON,Alicon Castalloy Limited,EQ,29-SEP-2006,5,1,INE062D01024,5
70,ALKALI,Alkali Metals Limited,EQ,06-NOV-2008,10,1,INE773I01017,10
71,ALKEM,Alkem Laboratories Limited,EQ,23-DEC-2015,2,1,INE540L01014,2
72,ALKYLAMINE,Alkyl Amines Chemicals Limited,EQ,26-NOV-2007,2,1,INE150B01039,2
73,ALLCARGO,Allcargo Logistics Limited,EQ,23-JUN-2006,2,1,INE418H01029,2
74,ALLSEC,Allsec Technologies Limited,EQ,09-MAY-2005,10,1,INE835G01018,10
75,ALMONDZ,Almondz Global Securities Limited,EQ,16-JUN-2008,6,1,INE326B01027,6
76,ALOKINDS,Alok Industries Limited,BE,19-FEB-2020,1,1,INE270A01029,1
77,ALPA,Alpa Laboratories Limited,EQ,06-AUG-2007,10,1,INE385I01010,10
78,ALPHAGEO,Alphageo (India) Limited,EQ,11-MAY-2007,10,1,INE137C01018,10
79,ALPSINDUS,Alps Industries Limited,EQ,24-APR-1996,10,1,INE093B01015,10
80,AMARAJABAT,Amara Raja Batteries Limited,EQ,05-SEP-2003,1,1,INE885A01032,1
81,AMBER,Amber Enterprises India Limited,EQ,30-JAN-2018,10,1,INE371P01015,10
82,AMBICAAGAR,Ambica Agarbathies & Aroma industries Limited,BE,29-JUN-2004,10,1,INE792B01012,10
83,AMBIKCO,Ambika Cotton Mills Limited,EQ,29-JAN-2008,10,1,INE540G01014,10
84,AMBUJACEM,Ambuja Cements Limited,EQ,18-FEB-1998,2,1,INE079A01024,2
85,AMDIND,AMD Industries Limited,BE,19-MAR-2007,10,1,INE005I01014,10
86,AMIORG,Ami Organics Limited,EQ,14-SEP-2021,10,1,INE00FF01017,10
87,AMJLAND,Amj Land Holdings Limited,EQ,08-FEB-1995,2,1,INE606A01024,2
88,AMRUTANJAN,Amrutanjan Health Care Limited,EQ,02-JAN-2015,1,1,INE098F01031,1
89,ANANDRATHI,Anand Rathi Wealth Limited,EQ,14-DEC-2021,5,1,INE463V01026,5
90,ANANTRAJ,Anant Raj Limited,EQ,27-SEP-2006,2,1,INE242C01024,2
91,ANDHRAPAP,ANDHRA PAPER LIMITED,EQ,13-MAY-2004,10,1,INE435A01028,10
92,ANDHRSUGAR,The Andhra Sugars Limited,EQ,01-NOV-1995,2,1,INE715B01021,2
93,ANDREWYU,Andrew Yule & Company Limited,EQ,05-AUG-2021,2,1,INE449C01025,2
94,ANGELONE,Angel One Limited,EQ,05-OCT-2020,10,1,INE732I01013,10
95,ANIKINDS,Anik Industries Limited,EQ,21-MAY-2008,10,1,INE087B01017,10
96,ANKITMETAL,Ankit Metal & Power Limited,EQ,14-MAR-2013,10,1,INE106I01010,10
97,ANMOL,Anmol India Limited,EQ,04-JUN-2021,10,1,INE02AR01019,10
98,ANSALAPI,Ansal Properties & Infrastructure Limited,BE,27-JAN-2006,5,1,INE436A01026,5
99,ANTGRAPHIC,Antarctica Limited,EQ,31-DEC-1997,1,1,INE414B01021,1
100,ANUP,The Anup Engineering Limited,EQ,01-MAR-2019,10,1,INE294Z01018,10
101,ANURAS,Anupam Rasayan India Limited,EQ,24-MAR-2021,10,1,INE930P01018,10
102,APARINDS,Apar Industries Limited,EQ,12-JUL-2004,10,1,INE372A01015,10
103,APCL,Anjani Portland Cement Limited,EQ,10-APR-2017,10,1,INE071F01012,10
104,APCOTEXIND,Apcotex Industries Limited,EQ,06-SEP-1995,2,1,INE116A01032,2
105,APEX,Apex Frozen Foods Limited,EQ,04-SEP-2017,10,1,INE346W01013,10
106,APLAPOLLO,APL Apollo Tubes Limited,EQ,14-DEC-2011,2,1,INE702C01027,2
107,APLLTD,Alembic Pharmaceuticals Limited,EQ,20-SEP-2011,2,1,INE901L01018,2
108,APOLLO,Apollo Micro Systems Limited,BE,22-JAN-2018,10,1,INE713T01010,10
109,APOLLOHOSP,Apollo Hospitals Enterprise Limited,EQ,10-JAN-1996,5,1,INE437A01024,5
110,APOLLOPIPE,Apollo Pipes Limited,EQ,11-NOV-2019,10,1,INE126J01016,10
111,APOLLOTYRE,Apollo Tyres Limited,EQ,31-MAY-1995,1,1,INE438A01022,1
112,APOLSINHOT,Apollo Sindoori Hotels Limited,EQ,28-JAN-2015,5,1,INE451F01024,5
113,APTECHT,Aptech Limited,EQ,27-SEP-2002,10,1,INE266F01018,10
114,APTUS,Aptus Value Housing Finance India Limited,EQ,24-AUG-2021,2,1,INE852O01025,2
115,ARCHIDPLY,Archidply Industries Limited,EQ,04-JUL-2008,10,1,INE877I01016,10
116,ARCHIES,Archies Limited,EQ,02-SEP-1998,2,1,INE731A01020,2
117,ARENTERP,Rajdarshan Industries Limited,EQ,18-OCT-1995,10,1,INE610C01014,10
118,ARIES,Aries Agro Limited,EQ,11-JAN-2008,10,1,INE298I01015,10
119,ARIHANTCAP,Arihant Capital Markets Limited,EQ,15-JUN-2021,1,1,INE420B01036,1
120,ARIHANTSUP,Arihant Superstructures Limited,EQ,28-MAR-2017,10,1,INE643K01018,10
121,ARMANFIN,Arman Financial Services Limited,EQ,14-JUN-2016,10,1,INE109C01017,10
122,AROGRANITE,Aro Granite Industries Limited,EQ,24-APR-2007,10,1,INE210C01013,10
123,ARROWGREEN,Arrow Greentech Limited,BE,21-MAY-2015,10,1,INE570D01018,10
124,ARSHIYA,Arshiya Limited,EQ,14-DEC-2009,2,1,INE968D01022,2
125,ARSSINFRA,ARSS Infrastructure Projects Limited,BE,03-MAR-2010,10,1,INE267I01010,10
126,ARTEMISMED,Artemis Medicare Services Limited,EQ,23-JAN-2020,1,1,INE025R01021,1
127,ARTNIRMAN,Art Nirman Limited,EQ,18-OCT-2021,10,1,INE738V01013,10
128,ARVEE,Arvee Laboratories (India) Limited,EQ,22-MAR-2021,10,1,INE006Z01016,10
129,ARVIND,Arvind Limited,EQ,08-FEB-1995,10,1,INE034A01011,10
130,ARVINDFASN,Arvind Fashions Limited,EQ,08-MAR-2019,4,1,INE955V01021,4
131,ARVSMART,Arvind SmartSpaces Limited,EQ,26-AUG-2015,10,1,INE034S01021,10
132,ASAHIINDIA,Asahi India Glass Limited,EQ,18-MAR-1998,1,1,INE439A01020,1
133,ASAHISONG,Asahi Songwon Colors Limited,EQ,29-AUG-2011,10,1,INE228I01012,10
134,ASAL,Automotive Stampings and Assemblies Limited,EQ,12-MAR-2002,10,1,INE900C01027,10
135,ASALCBR,Associated Alcohols & Breweries Ltd.,EQ,12-FEB-2020,10,1,INE073G01016,10
136,ASHAPURMIN,Ashapura Minechem Limited,EQ,20-SEP-1995,2,1,INE348A01023,2
137,ASHIANA,Ashiana Housing Limited,EQ,29-JUN-2011,2,1,INE365D01021,2
138,ASHIMASYN,Ashima Limited,EQ,27-JUL-1995,10,1,INE440A01010,10
139,ASHOKA,Ashoka Buildcon Limited,EQ,14-OCT-2010,5,1,INE442H01029,5
140,ASHOKLEY,Ashok Leyland Limited,EQ,25-MAY-1995,1,1,INE208A01029,1
141,ASIANENE,Asian Energy Services Limited,EQ,09-DEC-2021,10,1,INE276G01015,10
142,ASIANHOTNR,Asian Hotels (North) Limited,EQ,07-APR-2010,10,1,INE363A01022,10
143,ASIANPAINT,Asian Paints Limited,EQ,31-MAY-1995,1,1,INE021A01026,1
144,ASIANTILES,Asian Granito India Limited,EQ,23-AUG-2007,10,1,INE022I01019,10
145,ASPINWALL,Aspinwall and Company Limited,EQ,14-JUN-2016,10,1,INE991I01015,10
146,ASTEC,Astec LifeSciences Limited,EQ,25-NOV-2009,10,1,INE563J01010,10
147,ASTERDM,Aster DM Healthcare Limited,EQ,26-FEB-2018,10,1,INE914M01019,10
148,ASTRAL,Astral Limited,EQ,20-MAR-2007,1,1,INE006I01046,1
149,ASTRAMICRO,Astra Microwave Products Limited,EQ,01-NOV-2004,2,1,INE386C01029,2
150,ASTRAZEN,AstraZeneca Pharma India Limited,EQ,04-MAY-2001,2,1,INE203A01020,2
151,ASTRON,Astron Paper & Board Mill Limited,EQ,29-DEC-2017,10,1,INE646X01014,10
152,ATFL,Agro Tech Foods Limited,EQ,06-DEC-2002,10,1,INE209A01019,10
153,ATGL,Adani Total Gas Limited,EQ,05-NOV-2018,1,1,INE399L01023,1
154,ATLANTA,Atlanta  Limited,BE,25-SEP-2006,2,1,INE285H01022,2
155,ATUL,Atul Limited,EQ,06-MAY-1998,10,1,INE100A01010,10
156,ATULAUTO,Atul Auto Limited,EQ,26-JUN-2013,5,1,INE951D01028,5
157,AUBANK,AU Small Finance Bank Limited,EQ,10-JUL-2017,10,1,INE949L01017,10
158,AURIONPRO,Aurionpro Solutions Limited,EQ,25-OCT-2005,10,1,INE132H01018,10
159,AUROPHARMA,Aurobindo Pharma Limited,EQ,19-JUL-2000,1,1,INE406A01037,1
160,AURUM,Aurum PropTech Limited,BE,19-AUG-2015,5,1,INE898S01029,5
161,AUSOMENT,Ausom Enterprise Limited,EQ,17-APR-1996,10,1,INE218C01016,10
162,AUTOAXLES,Automotive Axles Limited,EQ,29-MAY-2003,10,1,INE449A01011,10
163,AUTOIND,Autoline Industries Limited,EQ,31-JAN-2007,10,1,INE718H01014,10
164,AVADHSUGAR,Avadh Sugar & Energy Limited,EQ,28-JUL-2017,10,1,INE349W01017,10
165,AVANTIFEED,Avanti Feeds Limited,EQ,15-APR-2015,1,1,INE871C01038,1
166,AVROIND,AVRO INDIA LIMITED,EQ,07-APR-2022,10,1,INE652Z01017,10
167,AVTNPL,AVT Natural Products Limited,EQ,10-JAN-2007,1,1,INE488D01021,1
168,AWHCL,Antony Waste Handling Cell Limited,EQ,01-JAN-2021,5,1,INE01BK01022,5
169,AWL,Adani Wilmar Limited,EQ,08-FEB-2022,1,1,INE699H01024,1
170,AXISBANK,Axis Bank Limited,EQ,16-NOV-1998,2,1,INE238A01034,2
171,AXISCADES,AXISCADES Technologies Limited,EQ,21-DEC-2000,5,1,INE555B01013,5
172,AXITA,Axita Cotton Limited,EQ,21-JUN-2022,1,1,INE02EZ01022,1
173,AYMSYNTEX,AYM Syntex Limited,EQ,14-AUG-2015,10,1,INE193B01039,10
174,BAFNAPH,Bafna Pharmaceuticals Limited,BE,27-FEB-2020,10,1,INE878I01022,10
175,BAGFILMS,B.A.G Films and Media Limited,BE,17-OCT-2003,2,1,INE116D01028,2
176,BAJAJ-AUTO,Bajaj Auto Limited,EQ,26-MAY-2008,10,1,INE917I01010,10
177,BAJAJCON,Bajaj Consumer Care Limited,EQ,18-AUG-2010,1,1,INE933K01021,1
178,BAJAJELEC,Bajaj Electricals Limited,EQ,02-NOV-2007,2,1,INE193E01025,2
179,BAJAJFINSV,Bajaj Finserv Limited,EQ,26-MAY-2008,1,1,INE918I01026,1
180,BAJAJHCARE,Bajaj Healthcare Limited,EQ,25-NOV-2021,5,1,INE411U01027,5
181,BAJAJHIND,Bajaj Hindusthan Sugar Limited,EQ,10-MAY-1995,1,1,INE306A01021,1
182,BAJAJHLDNG,Bajaj Holdings & Investment Limited,EQ,15-MAR-1995,10,1,INE118A01012,10
